TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2024,6,18,15,0,15XX W 11TH AVE,Fairview,489915.7843,5456554.2151
Theft from Vehicle,2024,7,18,3,7,15XX W 13TH AVE,Fairview,489896.8308,5456343.8069
Theft from Vehicle,2024,8,18,9,0,15XX W 14TH AVE,Fairview,489904.1269,5456244.1732
Theft from Vehicle,2024,5,1,7,45,15XX W 2ND AVE,Fairview,489830.2804,5457441.9277
Theft from Vehicle,2024,3,1,23,0,15XX W 2ND AVE,Fairview,489881.3203,5457449.0279
Theft from Vehicle,2024,3,15,21,0,15XX W 32ND AVE,Shaughnessy,489831.5549,5454520.6397
Theft from Vehicle,2024,7,13,10,30,15XX W 40TH AVE,Shaughnessy,489836.4159,5453625.5695
Theft from Vehicle,2024,8,20,1,30,15XX W 4TH AVE,Fairview,489813.5678,5457245.2222
Theft from Vehicle,2024,4,2,23,30,15XX W 60TH AVE,Marpole,489641.6395,5451575.5143
Theft from Vehicle,2024,3,28,7,0,15XX W 62ND AVE,Marpole,489635.768,5451358.1791
Theft from Vehicle,2024,2,11,3,49,15XX W 65TH AVE,Marpole,489758.7156,5451066.2188
Theft from Vehicle,2024,2,28,1,0,15XX W 66TH AVE,Marpole,489655.073,5450970.7009
Theft from Vehicle,2024,8,30,22,0,15XX W 71ST AVE,Marpole,489558.2751,5450494.4423
Theft from Vehicle,2024,3,10,20,0,15XX W 71ST AVE,Marpole,489690.8463,5450490.9748
Theft from Vehicle,2024,4,2,13,5,15XX W 71ST AVE,Marpole,489690.8463,5450490.9748
Theft from Vehicle,2024,4,27,13,30,15XX W BROADWAY AVE,Fairview,489896.5634,5456763.5051
Theft from Vehicle,2024,1,23,8,0,15XX W BROADWAY AVE,Fairview,489899.564,5456763.4539
Theft from Vehicle,2024,8,27,18,0,15XX W BROADWAY AVE,Fairview,489899.564,5456763.4539
Theft from Vehicle,2024,1,9,8,0,15XX W PENDER ST,Central Business District,490546.5852,5459739.0506
Theft from Vehicle,2024,5,26,0,0,15XX WOODLAND DR,Grandview-Woodland,494662.4223,5457632.6604
Theft from Vehicle,2024,4,20,22,30,16XX ADANAC ST,Grandview-Woodland,494716.9576,5458314.3773
Theft from Vehicle,2024,5,30,18,19,16XX ADANAC ST,Grandview-Woodland,494716.9576,5458314.3773
Theft from Vehicle,2024,8,7,18,0,16XX ADANAC ST [IFO 1669 ADANAC ST],Grandview-Woodland,494713.6607,5458314.4586
Theft from Vehicle,2024,4,28,22,30,16XX ARBUTUS ST,Kitsilano,488901.0661,5457660.7509
Theft from Vehicle,2024,6,27,18,30,16XX BARCLAY ST,West End,490165.9748,5459538.6641
Theft from Vehicle,2024,6,1,19,53,16XX BARCLAY ST,West End,490219.5431,5459485.4478
Theft from Vehicle,2024,3,7,15,0,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,3,7,16,30,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,3,24,15,0,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,7,7,15,0,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,8,11,17,0,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,8,12,5,30,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,9,16,5,15,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,10,27,14,50,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,11,2,16,30,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,2,7,8,30,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,2,7,15,30,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,2,8,9,0,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,3,15,9,0,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,8,17,14,0,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,4,28,12,0,16XX BAYSHORE DR,Central Business District,490546.6247,5459904.2939
Theft from Vehicle,2024,5,29,16,0,16XX BAYSHORE DR,Central Business District,490546.6247,5459904.2939
Theft from Vehicle,2024,8,3,10,39,16XX BAYSHORE DR,Central Business District,490546.6247,5459904.2939
Theft from Vehicle,2024,8,29,9,15,16XX BAYSHORE DR,Central Business District,490546.6247,5459904.2939
Theft from Vehicle,2024,4,12,17,30,16XX BAYSHORE DR,Central Business District,490592.1237,5459859.7313
Theft from Vehicle,2024,6,2,11,35,16XX BAYSHORE DR,Central Business District,490596.6783,5459868.0693
Theft from Vehicle,2024,8,12,13,0,16XX BAYSHORE DR,Central Business District,490596.6783,5459868.0693
Theft from Vehicle,2024,2,9,9,24,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,3,24,18,54,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,4,7,20,0,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,6,30,1,0,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,9,1,19,30,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,10,8,15,0,16XX BEACH AVE,West End,489679.4415,5458940.0624
Theft from Vehicle,2024,2,10,12,0,16XX BURNABY ST,West End,489775.5065,5459146.2783
Theft from Vehicle,2024,8,14,4,25,16XX COMOX ST,West End,489990.0968,5459412.7198
Theft from Vehicle,2024,7,6,23,21,16XX DAVIE ST,West End,489834.5511,5459246.8882
Theft from Vehicle,2024,7,7,15,2,16XX DAVIE ST,West End,489834.5511,5459246.8882
Theft from Vehicle,2024,9,7,8,30,16XX DAVIE ST,West End,489834.5511,5459246.8882
Theft from Vehicle,2024,9,18,16,40,16XX DAVIE ST,West End,489834.5511,5459246.8882
Theft from Vehicle,2024,3,13,21,22,16XX DAVIE ST,West End,489854.175,5459227.2991
Theft from Vehicle,2024,9,15,0,0,16XX DAVIE ST,West End,489908.6858,5459172.8849
Theft from Vehicle,2024,3,28,18,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494780.8834,5456512.9058
Theft from Vehicle,2024,6,1,7,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494781.6732,5456512.9037
Theft from Vehicle,2024,3,14,20,0,16XX E 11TH AVE,Kensington-Cedar Cottage,494783.2465,5456409.9079
Theft from Vehicle,2024,4,30,20,0,16XX E 22ND AVE,Kensington-Cedar Cottage,494829.4166,5455285.6212
Theft from Vehicle,2024,2,25,3,0,16XX E 34TH AVE,Kensington-Cedar Cottage,494718.6125,5454059.2649
Theft from Vehicle,2024,7,6,3,35,16XX E 35TH AVE,Kensington-Cedar Cottage,494708.3379,5453963.9336
Theft from Vehicle,2024,6,4,12,0,16XX E 36TH AVE,Kensington-Cedar Cottage,494705.8206,5453872.5098
Theft from Vehicle,2024,3,9,15,0,16XX E 37TH AVE,Kensington-Cedar Cottage,494705.3718,5453776.1136
Theft from Vehicle,2024,9,14,17,0,16XX E 3RD AVE,Grandview-Woodland,494851.6711,5457233.6809
Theft from Vehicle,2024,7,1,21,0,16XX E 3RD AVE,Grandview-Woodland,494851.8628,5457233.678
Theft from Vehicle,2024,10,8,8,28,16XX E 59TH AVE,Victoria-Fraserview,494617.4206,5451502.1116
Theft from Vehicle,2024,6,11,21,0,16XX E 5TH AVE,Grandview-Woodland,494846.4367,5457033.1763
Theft from Vehicle,2024,5,1,21,30,16XX E 62ND AVE,Victoria-Fraserview,494609.7617,5451216.1076
Theft from Vehicle,2024,2,3,3,0,16XX E 8TH AVE,Grandview-Woodland,494804.9276,5456720.1645
Theft from Vehicle,2024,6,21,16,0,16XX E 8TH AVE,Grandview-Woodland,494851.8356,5456718.0017
Theft from Vehicle,2024,6,21,15,36,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.006,5456617.7774
Theft from Vehicle,2024,1,11,0,0,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.0627,5456617.7764
Theft from Vehicle,2024,2,14,19,7,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.0627,5456617.7764
Theft from Vehicle,2024,8,17,23,0,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.0627,5456617.7764
Theft from Vehicle,2024,10,30,16,30,16XX E GEORGIA ST,Grandview-Woodland,494719.6095,5458414.47
Theft from Vehicle,2024,4,19,3,0,16XX E GEORGIA ST,Grandview-Woodland,494791.3166,5458413.2806
Theft from Vehicle,2024,4,8,14,0,16XX E KENT AVE S,Victoria-Fraserview,494678.6636,5450703.5384
Theft from Vehicle,2024,2,6,19,0,16XX E PENDER ST,Grandview-Woodland,494723.357,5458614.9868
Theft from Vehicle,2024,10,1,18,30,16XX E PENDER ST,Grandview-Woodland,494723.357,5458614.9868
Theft from Vehicle,2024,4,25,12,0,16XX FRANKLIN ST,Grandview-Woodland,494775.585,5458825.3858
Theft from Vehicle,2024,4,18,18,0,16XX GRANT ST,Grandview-Woodland,494828.3362,5457627.5341
Theft from Vehicle,2024,4,2,3,30,16XX HARO ST,West End,490256.8047,5459604.7591
Theft from Vehicle,2024,3,8,10,42,16XX HARO ST,West End,490271.8583,5459602.2682
Theft from Vehicle,2024,4,10,6,23,16XX HARO ST,West End,490271.8583,5459602.2682
Theft from Vehicle,2024,2,21,18,0,16XX HARO ST,West End,490297.6455,5459565.5249
Theft from Vehicle,2024,7,23,2,49,16XX HORNBY ST,Central Business District,490313.0138,5458038.5635
Theft from Vehicle,2024,5,20,7,30,16XX JOHNSTON ST,Fairview,490123.8911,5457767.4783
Theft from Vehicle,2024,8,31,18,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.4783
Theft from Vehicle,2024,6,15,16,0,16XX JOHNSTON ST,Fairview,490124.9546,5457766.1695
Theft from Vehicle,2024,1,9,6,0,16XX KITCHENER ST,Grandview-Woodland,494803.8627,5457707.6439
Theft from Vehicle,2024,4,28,22,0,16XX LAURIER AVE,Shaughnessy,489700.6235,5455348.4708
Theft from Vehicle,2024,5,17,2,13,16XX LAURIER AVE,Shaughnessy,489700.6235,5455348.4708
Theft from Vehicle,2024,10,29,21,37,16XX MANITOBA ST,Mount Pleasant,492238.3652,5457614.0169
Theft from Vehicle,2024,4,26,11,38,16XX NELSON ST,West End,490142.0665,5459403.1109
Theft from Vehicle,2024,7,18,8,54,16XX ONTARIO ST,Mount Pleasant,492386.2184,5457585.0253
Theft from Vehicle,2024,3,15,18,0,16XX PANDORA ST,Grandview-Woodland,494725.2871,5458925.3765
Theft from Vehicle,2024,7,5,22,20,16XX PENDRELL ST,West End,489971.0623,5459268.8167
Theft from Vehicle,2024,8,28,18,0,16XX PENDRELL ST,West End,489971.0623,5459268.8167
Theft from Vehicle,2024,2,20,23,20,16XX QUEBEC ST,Mount Pleasant,492562.1852,5457582.0706
Theft from Vehicle,2024,6,29,23,45,16XX QUEBEC ST,Mount Pleasant,492562.1852,5457582.0706
Theft from Vehicle,2024,6,3,20,0,16XX ROBSON ST,West End,490298.2128,5459727.9029
Theft from Vehicle,2024,6,15,16,0,16XX RUPERT ST,Hastings-Sunrise,497561.7572,5457514.6018
Theft from Vehicle,2024,5,19,12,0,16XX SALT ST,Mount Pleasant,492286.4866,5457518.397
Theft from Vehicle,2024,9,5,19,45,16XX SALT ST,Mount Pleasant,492289.1235,5457644.6694
Theft from Vehicle,2024,8,7,20,30,16XX SE MARINE DR,Victoria-Fraserview,494720.2208,5450909.2117
Theft from Vehicle,2024,11,3,13,0,16XX STATION ST,Strathcona,492870.6794,5457575.3951
Theft from Vehicle,2024,9,11,13,40,16XX VENABLES ST,Grandview-Woodland,494802.5586,5458221.2427
Theft from Vehicle,2024,6,1,5,53,16XX VENABLES ST,Grandview-Woodland,494808.8313,5458211.9787
Theft from Vehicle,2024,8,1,12,0,16XX VENABLES ST,Grandview-Woodland,494808.8313,5458211.9787
Theft from Vehicle,2024,9,14,0,0,16XX VENABLES ST,Grandview-Woodland,494887.2893,5458210.4681
Theft from Vehicle,2024,6,8,1,0,16XX W 10TH AVE,Fairview,489605.7319,5456665.4519
Theft from Vehicle,2024,11,6,8,20,16XX W 11TH AVE,Fairview,489728.273,5456557.7643
Theft from Vehicle,2024,4,1,12,0,16XX W 12TH AVE,Fairview,489670.2976,5456468.892
Theft from Vehicle,2024,4,19,12,0,16XX W 15TH AVE,Fairview,489718.8016,5456145.8513
Theft from Vehicle,2024,4,3,20,0,16XX W 29TH AVE,Shaughnessy,489608.077,5454761.6185
Theft from Vehicle,2024,10,7,7,0,16XX W 2ND AVE,Fairview,489749.1442,5457444.288
Theft from Vehicle,2024,4,29,17,0,16XX W 3RD AVE,Fairview,489629.3639,5457357.9351
Theft from Vehicle,2024,4,10,17,51,16XX W 4TH AVE,Fairview,489668.8673,5457247.6606
Theft from Vehicle,2024,10,22,19,0,16XX W 54TH AVE,Kerrisdale,489669.6366,5452109.5916
Theft from Vehicle,2024,9,5,9,30,16XX W BROADWAY AVE,Fairview,489674.1509,5456768.3354
Theft from Vehicle,2024,10,30,17,30,16XX W KING EDWARD AVE,Shaughnessy,489600.3881,5455214.1446
Theft from Vehicle,2024,10,25,12,36,16XX WHYTE AVE,Kitsilano,489688.2058,5458137.9115
Theft from Vehicle,2024,6,17,18,30,17XX ADANAC ST,Grandview-Woodland,494875.3747,5458310.5914
Theft from Vehicle,2024,6,5,7,47,17XX ADANAC ST,Grandview-Woodland,494992.3888,5458317.8856
Theft from Vehicle,2024,7,11,21,0,17XX ARBUTUS ST,Kitsilano,488898.588,5457567.7329
Theft from Vehicle,2024,9,6,0,0,17XX BAYSWATER ST,Kitsilano,487555.6721,5457564.2688
Theft from Vehicle,2024,1,24,0,0,17XX COLUMBIA ST,Mount Pleasant,492044.2071,5457404.4782
Theft from Vehicle,2024,10,3,15,0,17XX COLUMBIA ST,Mount Pleasant,492044.2071,5457404.4782
Theft from Vehicle,2024,6,13,22,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.893,5457424.5203
Theft from Vehicle,2024,3,8,15,0,17XX COMOX ST,West End,489926.0084,5459476.8692
Theft from Vehicle,2024,5,12,18,0,17XX COOK ST,Mount Pleasant,491945.958,5457449.4934
Theft from Vehicle,2024,8,2,21,0,17XX COTTRELL ST,Strathcona,493860.9114,5457337.8704
Theft from Vehicle,2024,5,9,13,30,17XX COTTRELL ST,Strathcona,493901.1843,5457451.1592
Theft from Vehicle,2024,5,10,9,0,17XX COTTRELL ST,Strathcona,493901.1843,5457451.1592
Theft from Vehicle,2024,4,6,4,29,17XX CYPRESS ST,Kitsilano,489247.2477,5457558.286
Theft from Vehicle,2024,4,9,22,5,17XX DAVIE ST,West End,489706.1011,5459387.705
Theft from Vehicle,2024,3,8,12,23,17XX E 11TH AVE,Kensington-Cedar Cottage,495029.9819,5456406.5385
Theft from Vehicle,2024,6,23,17,0,17XX E 11TH AVE [1745 E 11TH AVE],Kensington-Cedar Cottage,494927.7566,5456406.9394
Theft from Vehicle,2024,3,10,15,0,17XX E 13TH AVE,Kensington-Cedar Cottage,494923.8459,5456211.187
Theft from Vehicle,2024,9,27,3,30,17XX E 29TH AVE,Kensington-Cedar Cottage,494906.1959,5454577.4952
Theft from Vehicle,2024,1,22,15,30,17XX E 34TH AVE,Kensington-Cedar Cottage,494821.1656,5454056.9326
Theft from Vehicle,2024,3,11,2,15,17XX E 34TH AVE,Kensington-Cedar Cottage,494905.6321,5454064.1068
Theft from Vehicle,2024,4,2,9,0,17XX E 35TH AVE,Kensington-Cedar Cottage,494818.4899,5453959.0314
Theft from Vehicle,2024,9,9,18,30,17XX E 3RD AVE,Grandview-Woodland,494944.9203,5457223.2413
Theft from Vehicle,2024,1,16,16,30,17XX E 3RD AVE,Grandview-Woodland,494979.5544,5457231.9024
Theft from Vehicle,2024,4,4,17,0,17XX E 43RD AVE,Victoria-Fraserview,494790.4569,5453085.359
Theft from Vehicle,2024,5,11,6,0,17XX E 47TH AVE,Victoria-Fraserview,494873.2266,5452772.4604
Theft from Vehicle,2024,7,25,23,30,17XX E 4TH AVE,Grandview-Woodland,494935.4963,5457145.3024
Theft from Vehicle,2024,2,20,12,0,17XX E 64TH AVE,Victoria-Fraserview,494826.1009,5451015.1447
Theft from Vehicle,2024,3,7,23,30,17XX E 64TH AVE,Victoria-Fraserview,494826.1009,5451015.1447
Theft from Vehicle,2024,1,11,18,0,17XX E 8TH AVE,Grandview-Woodland,495063.6337,5456728.4339
Theft from Vehicle,2024,5,11,17,0,17XX E GEORGIA ST,Grandview-Woodland,495006.2268,5458409.7312
Theft from Vehicle,2024,1,21,18,0,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.1638
Theft from Vehicle,2024,4,6,19,15,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.1638
Theft from Vehicle,2024,5,30,14,0,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.1638
Theft from Vehicle,2024,9,11,17,0,17XX E PENDER ST,Grandview-Woodland,494919.3626,5458620.6769
Theft from Vehicle,2024,1,8,0,0,17XX E PENDER ST,Grandview-Woodland,494926.4997,5458611.41
Theft from Vehicle,2024,3,28,18,0,17XX E PENDER ST,Grandview-Woodland,494953.0932,5458610.9577
Theft from Vehicle,2024,6,5,19,0,17XX E PENDER ST,Grandview-Woodland,494953.0932,5458610.9577
Theft from Vehicle,2024,3,20,7,0,17XX FRANKLIN ST,Grandview-Woodland,494885.9709,5458823.398
Theft from Vehicle,2024,2,14,13,15,17XX GRANT ST,Grandview-Woodland,494963.2408,5457612.2906
Theft from Vehicle,2024,7,13,15,0,17XX GRAVELEY ST,Grandview-Woodland,494940.5043,5457524.379
Theft from Vehicle,2024,5,14,0,0,17XX HARO ST,West End,490128.2688,5459741.8649
Theft from Vehicle,2024,5,25,11,35,17XX HARO ST,West End,490128.2688,5459741.8649
Theft from Vehicle,2024,7,28,21,0,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494953.7883,5454922.9315
Theft from Vehicle,2024,6,8,0,0,17XX KINGSWAY AVE,Kensington-Cedar Cottage,495009.9387,5454882.3325
Theft from Vehicle,2024,4,30,0,0,17XX LARCH ST,Kitsilano,488207.4705,5457586.3517
Theft from Vehicle,2024,4,28,21,30,17XX MAPLE ST,Kitsilano,489069.3233,5457563.1288
Theft from Vehicle,2024,7,13,1,0,17XX MATTHEWS AVE,Shaughnessy,489482.4808,5455443.3922
Theft from Vehicle,2024,1,10,19,15,17XX MCSPADDEN AVE,Grandview-Woodland,494933.3603,5457072.5976
Theft from Vehicle,2024,4,22,11,0,17XX NELSON ST,West End,489995.195,5459563.5897
Theft from Vehicle,2024,1,3,19,0,17XX ONTARIO ST,Mount Pleasant,492393.273,5457492.9877
Theft from Vehicle,2024,4,25,8,0,17XX PANDORA ST,Grandview-Woodland,494969.5596,5458922.2248
Theft from Vehicle,2024,1,8,22,0,17XX PARKER ST,Grandview-Woodland,495013.8108,5458108.6197
Theft from Vehicle,2024,4,26,10,0,17XX POWELL ST,Grandview-Woodland,494907.1621,5459016.106
Theft from Vehicle,2024,7,14,14,0,17XX QUEBEC ST,Mount Pleasant,492523.5785,5457415.4789
Theft from Vehicle,2024,9,25,14,30,17XX RENFREW ST,Hastings-Sunrise,496787.5272,5457399.468
Theft from Vehicle,2024,1,25,22,30,17XX ROBSON ST,West End,490184.7452,5459826.5657
Theft from Vehicle,2024,6,28,17,0,17XX ROBSON ST,West End,490262.1707,5459764.0574
Theft from Vehicle,2024,10,27,6,0,17XX SW MARINE DR,Marpole,489240.759,5450674.0122
Theft from Vehicle,2024,4,28,21,30,17XX TRAFALGAR ST,Kitsilano,488040.8683,5457593.7135
Theft from Vehicle,2024,7,28,1,0,17XX W 10TH AVE,Fairview,489556.6596,5456666.7076
Theft from Vehicle,2024,6,18,12,0,17XX W 13TH AVE,Fairview,489523.1572,5456363.0843
Theft from Vehicle,2024,5,11,14,0,17XX W 16TH AVE,Fairview,489506.0505,5456057.2093
Theft from Vehicle,2024,5,8,14,0,17XX W 16TH AVE,Shaughnessy,489542.2148,5456047.0921
Theft from Vehicle,2024,10,22,14,30,17XX W 45TH AVE,Kerrisdale,489452.4608,5453107.8496
Theft from Vehicle,2024,8,3,21,0,17XX W 4TH AVE,Fairview,489570.4373,5457250.418
Theft from Vehicle,2024,8,13,22,0,17XX W 54TH AVE,Kerrisdale,489424.6812,5452114.459
Theft from Vehicle,2024,1,5,21,30,17XX W 5TH AVE,Fairview,489425.8732,5457159.645
Theft from Vehicle,2024,10,1,10,52,17XX W 66TH AVE,Marpole,489247.9976,5450972.2186
Theft from Vehicle,2024,9,30,9,0,17XX W 66TH AVE,Marpole,489347.0084,5450969.9835
Theft from Vehicle,2024,9,11,18,24,17XX W 68TH AVE,Marpole,489290.9299,5450887.0101
Theft from Vehicle,2024,2,25,14,15,17XX W BROADWAY AVE,Fairview,489407.155,5456785.4
Theft from Vehicle,2024,7,12,7,31,17XX WALLACE ST,West Point Grey,486220.9815,5457639.9006
Theft from Vehicle,2024,4,16,18,31,17XX WILLIAM ST,Grandview-Woodland,494978.238,5457916.8117
Theft from Vehicle,2024,6,12,12,0,18XX ADANAC ST,Grandview-Woodland,495130.1621,5458306.3737
Theft from Vehicle,2024,8,12,8,45,18XX ALBERNI ST,West End,490130.9468,5460046.9268
Theft from Vehicle,2024,9,20,11,42,18XX ALBERNI ST,West End,490130.9468,5460046.9268
Theft from Vehicle,2024,5,10,9,15,18XX ALBERNI ST,West End,490159.978,5460018.7642
Theft from Vehicle,2024,5,12,15,41,18XX ALBERNI ST,West End,490205.2954,5459974.8061
Theft from Vehicle,2024,3,15,14,0,18XX ALBERNI ST,West End,490220.7919,5459947.0297
Theft from Vehicle,2024,4,17,16,0,18XX CHARLES ST,Grandview-Woodland,495085.0855,5457805.2503
Theft from Vehicle,2024,9,30,23,0,18XX CHARLES ST,Grandview-Woodland,495165.985,5457813.3918
Theft from Vehicle,2024,8,13,1,50,18XX E 11TH AVE,Kensington-Cedar Cottage,495062.2071,5456406.4139
Theft from Vehicle,2024,3,17,0,0,18XX E 11TH AVE,Kensington-Cedar Cottage,495091.8918,5456415.4424
Theft from Vehicle,2024,10,28,15,0,18XX E 11TH AVE [BEHIND 1810 E 11TH AVE],Kensington-Cedar Cottage,495062.2665,5456406.4167
Theft from Vehicle,2024,4,27,19,32,18XX E 13TH AVE,Kensington-Cedar Cottage,495076.3175,5456217.9055
Theft from Vehicle,2024,1,1,4,0,18XX E 13TH AVE,Kensington-Cedar Cottage,495098.0747,5456217.5579
Theft from Vehicle,2024,7,30,22,0,18XX E 14TH AVE,Kensington-Cedar Cottage,495058.442,5456105.6337
Theft from Vehicle,2024,5,15,9,30,18XX E 15TH AVE,Kensington-Cedar Cottage,495068.4035,5456004.3025
Theft from Vehicle,2024,7,28,0,0,18XX E 15TH AVE,Kensington-Cedar Cottage,495142.1398,5456003.5793
Theft from Vehicle,2024,6,23,6,0,18XX E 2ND AVE,Grandview-Woodland,495153.5571,5457330.6274
Theft from Vehicle,2024,9,23,7,30,18XX E 35TH AVE,Kensington-Cedar Cottage,495088.932,5453951.7835
Theft from Vehicle,2024,4,20,19,0,18XX E 37TH AVE,Kensington-Cedar Cottage,495016.268,5453769.6187
Theft from Vehicle,2024,4,30,20,30,18XX E 49TH AVE,Victoria-Fraserview,494991.6225,5452487.3724
Theft from Vehicle,2024,7,12,2,0,18XX E 6TH AVE,Grandview-Woodland,495140.9641,5456928.158
Theft from Vehicle,2024,1,27,20,0,18XX E GEORGIA ST,Grandview-Woodland,495034.5431,5458409.185
Theft from Vehicle,2024,4,17,20,0,18XX E GEORGIA ST,Grandview-Woodland,495038.5316,5458409.0657
Theft from Vehicle,2024,7,20,19,30,18XX E GEORGIA ST,Grandview-Woodland,495038.5316,5458409.0657
Theft from Vehicle,2024,2,21,0,0,18XX E HASTINGS ST,Grandview-Woodland,495039.1078,5458718.2997
Theft from Vehicle,2024,2,25,22,0,18XX E HASTINGS ST,Grandview-Woodland,495114.9122,5458717.0045
Theft from Vehicle,2024,7,26,20,0,18XX E KENT AVE N,Victoria-Fraserview,494932.3062,5450628.7228
Theft from Vehicle,2024,7,1,19,0,18XX E PENDER ST,Grandview-Woodland,495041.5152,5458609.507
Theft from Vehicle,2024,4,20,19,0,18XX FRANKLIN ST,Grandview-Woodland,495044.1825,5458820.7217
Theft from Vehicle,2024,4,21,12,55,18XX FRANKLIN ST,Grandview-Woodland,495044.1825,5458820.7217
Theft from Vehicle,2024,8,3,0,0,18XX FRANKLIN ST,Grandview-Woodland,495153.1572,5458827.8996
Theft from Vehicle,2024,6,21,22,30,18XX GREER AVE,Kitsilano,489351.2352,5457871.797
Theft from Vehicle,2024,6,21,18,0,18XX GREER AVE,Kitsilano,489353.3374,5457871.8706
